title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Junior Procurement Engineer,"Сичим С.п.А Казахстан, Филиал",Вакансия опубликована 15 мая 2025 в Атырау,Не указано,"Требования:

Bachelor’s degree in engineering business, accounting, contract management or a closely related field and have at leas two years of experience in procurement management / Supply chain in oil and gas industry.
Overall experience Minimum 2-3 years in a similar role.
Able to work to deadlines, provide data analysis, and report outcomes, work under pressure, have outstanding organizational skills, communications skills.
English (upper-intermediate), Kazakh, Russian
Good at Microsoft office
Capable to build Strong relationship with both Clients & Suppliers.
Self-tasking and an ability to work with minimal supervision.

Условия:

5/2, Karabatan Sicim Base",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8 и другие варианты,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120593808,Не указано
Руководитель проектов/Project Manager,ТОО Частная компания Solva Technology Ltd.,Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"Solva Technology — динамично развивающаяся IT-компания, которая успешно работает на пересечении кредитного скоринга, Data Science и цифровых финансовых технологий. Мы являемся R&D-центром и дочерней компанией Solva Group Ltd., зарегистрированной в крупнейшем технопарке Центральной Азии - Astana Hub.

С сентября 2024 года мы запустили уникальный проект по подготовке и трудоустройству молодых IT-специалистов, помогая начинающим профессионалам сделать первые шаги в карьере.

Сегодня Solva Technology — это команда из более 100 экспертов, которые работают в ключевых направлениях: Backend, Frontend и Mobile-разработка, QA и Automation QA, Project Management, Business Analysis, HR и Finance, System Administration, DevOps, Cyber Security, Data Engineering и Service Desk.

Чем предстоит заниматься:

Внедрять новые и оптимизировать текущие процессы в IT.
Формировать проектные команды, распределять роли и зоны ответственности.
Управлять всей IT-командой на проекте - от бизнес-коммуникаций до мотивации разработчиков.
Планировать ресурсы и задачи, определять контрольные точки, следить за соблюдением сроков и отклонениями от плана.
Координировать работу распределённых проектных команд, выстраивать эффективные взаимодействия поддерживать мотивацию. Обучать тимлидов всем управленческим навыкам.
Управлять требованиями и ожиданиями бизнес-заказчиков, выстраивать прозрачные коммуникации.
Контролировать бюджет проекта: отслеживать изменения, корректировать планы и находить оптимальные решения.
Внедрять инструменты и практики, повышающие эффективность бизнес-процессов компании.

Мы ждем от тебя:

Внимательности, структурного мышления и способности видеть как детали, так и общую картину.
Реального опыта в организации процессов разработки, включая написание регламентов и стандартов.
Умения быстро погружаться в техническую документацию и находить взаимосвязи между различными элементами проекта.
Грамотной и чёткой постановки задач - понятной как для разработчиков, так и для бизнес-команды.
Способности просто и понятно объяснять сложные технические вещи.

С чем предстоит работать:

Project plans - по ключевым интеграциям, направлениям, новым проектам;
Координирование работы команд разработки;
Корректировка процессов компании;
Общение с country manager.

Если у тебя:

Опыт управления проектами разработки от 3х лет;
Опыт работы на проектах банков РК.
Опыт работы с интеграциями;
Опыт управления распределенными командами;
Опыт полного цикла ведения проекта;
Опыт работы с несколькими проектами одновременно;
Хорошие знания методологий Agile/Scrum;
Плюсом будет technical background (желательно на Java).

Работа в Solva Technology — это:

Участие в интересных и инновационных финтех-проектах;
Возможность профессионального и технического развития;
Финансовая стабильность и годовой бонус;
Корпоративные курсы английского/ испанского языка;
Поддержка спортивных активностей и дополнительные days off;
Оформление в соответствии с ТК РК;
График работы: 5/2 9:00-18:00/10:00-19:00;
Яркая корпоративная культура и дружный коллектив.

Если ты ищешь стабильную работу с возможностью роста и развития в успешной компании, добро пожаловать в Solva Technology!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,15 мая 2025,https://hh.kz/vacancy/120415501,Не указано
Ведущий Бухгалтер,ТОО ARG Group LTD,Вакансия опубликована 15 мая 2025 в Астане,Не указано,"Обязанности:

Ведение бухгалтерского учета в соответствии с законодательством РК.
Подготовка и сдача налоговой и финансовой отчетности.
Контроль за правильностью расчетов с контрагентами, начислениями и платежами.
Учет движения денежных средств, работа с первичной документацией.
Контроль за своевременностью уплаты налогов и других обязательных платежей.
Взаимодействие с налоговыми органами и аудиторами.

Требования:

Высшее образование в области бухгалтерского учета, финансов или экономики.
Опыт работы бухгалтером не менее 6 лет.
Отличное знание налогового законодательства Республики Казахстан.
Уверенный пользователь 1С, Excel и других учетных программ.
Внимательность, ответственность и высокий уровень профессионализма.

Условия:

График работы: 5/2 с 9:00 до 18:00",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120592705,"1С: Предприятие 8,Расчет налогов,Финансовый анализ,Платежные поручения"
Group Finance Director,ТОО ALDAR EUROASIA PROPERTY MANAGEMENT,Вакансия опубликована 16 мая 2025 в Астане,Не указано,"Group Finance Director position is expected to:

• Be a single point of contact for all the financial aspects of all 3 legal entities operating for Abu Dhabi Plaza.

• Execute closing and reconciliation of accounts and assist in preparing all financial reports from all 3 legal entities.

• Provide financial guidance to Abu Dhabi Plaza management team.

ROLES AND RESPONSIBILITIES

•Be responsible for all activities related to financial management of entities operating for ADP (hereinafter – the Group) including, but not limited to:

- Preparation, review and timely submission of monthly consolidated management accounts of the Group to the owner, including review of payables, receivables, depreciation, KPI’s, variances with budgets, Income, Service charge accounting etc.

- Tax management for the Group

- Management of accounting teams of the Group entities

- Take necessary actions for restoring and recording of required financial statements for Aldar EuroAsia.

- Manage owner’s expenses at AldarEuroAsia Hospitality (Shared Resources, Consultants’ costs)

- Act as point of contact on behalf of the Group for intercompany accounts operations, bank transfers, solving operational issues related to fund transfers from HQ.

- Take actions for centralizing IT systems on finance management across the Group.

- Be responsible for reconciliation of all expenses in HQ related to ADP.

- Provide support to internal and external auditors for audit of the respective entity.

- Handle special analyses such as financial analysis and cash flow forecasting for the Group entities.

- Manage (review, control execution) intercompany contracts across the Group.

- Monitor expenditure for Pre-/Post-Opening costs for the Group and request funding from the owner, provide cash flow reports.

RELATED YEARS OF EXPERIENCE

Min of: 12+ years of experience

YOE IN MANAGERIAL POSITION

Min of: 5 years of related managerial experience.

FIELD OF EXPERIENCE

•Financial accounting and management accounting experience.

•Previous experience in managing a retail or mixed used asset from a financial aspect.

•Experience of accounting within real estate or related industry.

•Experience in complex Group-wide accounting and reporting, preferably in a public company.

TECHNICAL AND INTERPERSONAL SKILLS

Excellent analytical skills.

Vigilant and detail oriented.

Strong communication skills.

Strong time management capabilities.

QUALIFICATION

Bachelor's and/or Master's degree in accounting or finance.

Other:

Fluency in English language, IFRS experience is highly demanded",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,16 мая 2025,https://hh.kz/vacancy/120632687,"Corporate Finance,Financial Analysis,Strategic Planning,Budgeting,Business Planning,Negotiation skills,Leadership Skills,Financial Management,IFRS,Due Diligence,Business English,Английский — C1 — Продвинутый"
"Специалист по учету в Казахстан, г. Шымкент",VectorBit ОсОО,Вакансия опубликована 15 мая 2025 в Шымкенте,Не указано,"Обязанности:

Ведение финансового учета предприятия




Требования:

Высшее образование в сфере финансов приветствуется

Навыки работы в Excel

Умение работать с компьютером

Навыки работы в области бухгалтерии или учета приветствуются

Опыт работы с базами данных: проведение покупок, возвратов, фин отчетов, проведении сверок.




Условия:

На испытательном сроке ЗП 308 000 тнг.

После прохождения испытательного 440 000тнг.

возможностью роста+надбавки

Переезд в Шымкент (Казахстан)

Помощь с оформлением документов

Квартирные 300$ в месяц (для иногородних)",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/120591421,"Работа с большим объемом информации,Финансовый анализ,Учет"
Старший бухгалтер,ТОО AVC Group,Вакансия опубликована 16 мая 2025 в Алматы,Не указано,"Обязанности:
Постановка и ведение бухгалтерского учета компании в соответствии с законодательством о бухгалтерском учете.
Обеспечение порядка проведения инвентаризации и оценки имущества и обязательств. Обеспечение правильности оформления хозяйственных операций, соблюдение порядка документооборота, технологии обработки учетной информации и ее защиты от несанкционированного доступа.
Формирование информационной системы бухгалтерского учета и отчетности в соответствии с требованиями бухгалтерского, налогового, статистического и управленческого учета.
Составление и предоставления отчетов в налоговые органы, органы статистики, нац. банк и иные отчеты, по требованию ЗРК.
Обеспечение своевременного и точного отражения в учете хозяйственных операций, движения активов, формирования доходов и расходов, выполнения обязательств.
Контроль за соблюдением порядка оформления первичных учетных документов.
Учет затрат на производство, ведение учета по проектам, учет по центрам ответственности и егментам деятельности.
Обеспечение своевременного перечисления налогов и сборов, платежей в кредитные организации, погашение задолженностей. Контроль за расходованием фонда оплаты труда, организацией и правильностью расчетов по оплате труда работников, проведением инвентаризаций, порядком ведения бухгалтерского учета, отчетности, а также проведением документальных ревизий в подразделениях организации.
Финансовый анализ и формирование налоговой политики на основе данных бухгалтерского учета и отчетности.
Обеспечение соблюдения финансовой и кассовой дисциплины, смет расходов, законности списания со счетов бухгалтерского учета недостач, дебиторской задолженности и других потерь.
Обеспечение сохранности бухгалтерских документов.
Работа с банком, ведение наличных и безналичных расчетов.

Требования:

Законодательство о бухгалтерском учете;
Опыт оспаривания действий налоговых и иных государственных органов, в т.ч.
Опыт успешного прохождения налоговых проверок основы гражданского права;
Финансовое, налоговое и хозяйственное законодательство;
Нормативные и методические документы по вопросам организации бухгалтерского учета и составления отчетности, хозяйственно-финансовой деятельности организации;
Положения и инструкции по организации бухгалтерского учета, правила его ведения;
Профиль, специализацию и структуру организации, стратегию и перспективы ее развития;
Налоговый, статистический и управленческий учет;
Порядок оформления бухгалтерских операций и организации документооборота по участкам учета, списания со счетов бухгалтерского учета недостач, дебиторской задолженности и других потерь, приемки, оприходования, хранения и расходования денежных средств, товарно-материальных и других ценностей, проведения аудиторских проверок;
Формы и порядок финансовых расчетов;
Условия налогообложения юридических и физических лиц;
Правила проведения инвентаризаций денежных средств товарно-материальных ценностей, расчета с дебиторами и кредиторами, проведения проверок и документальных ревизий;
Порядок и сроки составления бухгалтерского баланса и отчетности;
Современные справочные и информационные системы в сфере бухгалтерского учета и управления финансами;
Методы анализа финансово-хозяйственной деятельности организации;
Правила хранения бухгалтерских документов и защиты информации;
Трудовое законодательство.

Условия:

Конкурентная заработная плата;
График 5/2, с 9-00 до 18-00;
Трудоустройство согласно ТК РК;
Социальный пакет;
Обучение за счет компании;
Премирование по итогам работы за год.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,16 мая 2025,https://hh.kz/vacancy/120621633,"Бухгалтерская отчетность,Управление бухгалтерией,1С: Предприятие: Бухгалтерский Учет,1С: Предприятие 8,Расчет налогов,Бухгалтерский учет"
React.JS Frontend-разработчик,ТОО Tarlan Payments (Тарлан Пэйментс),Вакансия опубликована 15 мая 2025 в Алматы,Не указано,"«Tarlan Payments» имеет ряд успешно реализованных с нуля проектов в финтех-сфере.

Мы создаем безпасные и надежные FinTech продукты и сервисы и растем вместе с нашими партнерами безгранично.

Наши ценности:

Discover — Открывай

Мы верим в поиск нового и стремление к лучшему. Будь любопытным: изучай тренды, технологии, решения. Слушай и учись: новые идеи приходят отовсюду. Вопросы важны: не бойся уточнять и искать глубину.

Engage — Вовлекайся

Мы ценим искреннюю вовлеченность и работу в команде. Будь активным участником: делись мнением, предлагай идеи. Сотрудничай: поддерживай коллег и ищи общие решения. Действуй с энтузиазмом: успех команды начинается с тебя.

Achieve — Достигай

Мы нацелены на результат и рост. Ставь четкие цели: понимай, к чему стремишься. Держи фокус: избегай отвлечений. Отмечай успехи: учись на достижениях и продолжай двигаться вперед.

Мы ценим каждого в нашей команде, ведь каждый из нас - высококомпетентный профессионал, которому важно, чтобы его продукт был лучшим в решении задач. Мы лучшие в своём деле!


Настоятельно просим внимательно ознакомиться с описанием вакансии до конца!

Чем предстоит заниматься:

Осуществлять разработку/доработку программного обеспечения, включая создание кода, программ и скриптов в соответствии с требованиями проекта, правилами и регламентами;
Проводить самостоятельную проверку кода на ошибки, участвовать в тестировании продукта для обеспечения его надежности и функциональности;
Обеспечивать поддержку и обновление существующего программного обеспечения, решение проблем и ошибок своих задач, а также на основании задач технического лидера;
Проводить документирование кода, архитектуры и процессов разработки в рамках своих задач, а также по заданию технического лидера;
Обеспечивать качественное и своевременное выполнение своих задач с уровнем сложности и со скоростью решения в соответствии со своим уровнем (грейдом) компетенций разработки;
Отслеживать и применять по согласованию с техническим лидером новые технологии и инструменты для постоянного улучшения качества и производительности своей работы.

Кого мы ищем:

Язык программирования JavaScript (профилирующий стек), включая: глубокие знания основ и принципов JS, знание React и его основных принципов, опыт разработки с использованием React и его библиотек. Знание и опыт работы с инструментами для тестирования React-компонентов;
Опыт работы в целевом стеке не менее 1 года;
Опыт работы с HTML, CSS и JavaScript, а также современными стандартами;
Умение создавать адаптивный интерфейс и использовать CSS-фреймворки;
Навыки кросс-браузерной и кросс-платформенной разработки;
Знание управления состоянием приложения с помощью библиотеки Redux;
Опыт работы с RESTful API: умение взаимодействовать с бэкенд-сервером, обрабатывать данные из API;
Умение работать с Git, включая создание и слияние веток, управление конфликтами и решение проблем с версионированием кода;
Опыт работы с сборщиками модулей (например, Vite, Webpack);
Понимание основ архитектуры Kubernetes;
Понимание концепций контейнеризации;
Знание принципов DevOps и автоматизации процессов разработки и развертывания; опыт работы с инструментами для непрерывной интеграции и непрерывного развертывания (CI/CD);
Знание основных принципов безопасности приложений и умение применять их в разработке; понимание основных уязвимостей и методов защиты веб-приложений;
Знание Linux и умение работать с командной строкой;
Знание различных интегрированных сред разработки (IDE) и умение использовать их для эффективной разработки;
Будет огромным преимуществом понимание принципов работы платежных систем.

Что мы предлагаем:

Работа в комфортном, современно оборудованном офисе класса А;
График работы 5/2 с 10:00 до 19:00 (только офис);
Полностью белая заработная плата;
Уровень заработной платы оговаривается на собеседовании;
Социальный пакет на выбор: добровольное медицинское страхование, годовой абонемент в спортивный зал или оплата чек-апа;
Компенсация 70% стоимости корпоративных обедов;
Welcome pack;
Стильный мерч по факту прохождения испытательного срока - 3 месяца;
Работа по Agile;
Отсутствие строгого дресс-кода;
Материальные поощрения за годовщины работы в компании;
Бесплатный кофе, фрукты, орехи и прочие вкусняшки в офисе каждый день;
Крупные корпоративы 2 раза в год и разные тимбилдинги между ними;
Спортивные мероприятия и киберспортивные турниры по различным дисциплинам с крупными призами для победителей.

В сопроводительном письме необходимо указать зарплатные ожидания.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,15 мая 2025,https://hh.kz/vacancy/119774522,"JavaScript,Git,React,HTML,TypeScript,ReactJS,Redux,Webpack"
Региональный директор отдела продаж спецтехники,"SANY KAZAKHSTAN - Генеральное Представительство SANY HEAVY MACHINE CO., Ltd в Казахстане",Вакансия опубликована 16 мая 2025 в Астане,"от 700 000 до 1 000 000 ₸ за месяц, на руки","Обязанности:
Осуществление мероприятий по сбыту землеройных и погрузочных машин SANY
Активный поиск и привлечение клиентов для продажи спецтехники.
Увеличение доли рынка компании на вверенной территории
Выполнение планов продаж, анализ и планирование продаж
Осуществление поиска новых клиентов на закреплённой территории.
Поддержка контактов с имеющимися клиентами.
Осуществление поездок по регионам для встречи с потенциальными клиентами.
Обеспечение высокого уровня обслуживания заказчиков
Составление, ведение и обновление баз данных по продажам.
Участие в выставках и подготовка презентации.
Составление отчётов о потерянном сбыте своих клиентов с подробностями по требованию руководства.
Проведение сравнительного анализа деятельности конкурентов, долю их продукции на рынке
Ведение отчётности в CRM системе.
Сопровождение заказчиков с момента заключения сделки до момента отгрузки продукции и получения обратной связи
Контроль за сроками оплаты договоров рассрочки.
Требования:
Знание строительного, дорожного или горного направления бизнеса.
Наличие высшего образования,
Опыт работы представителем по продажам спецтехники в руководящих должностях;
Навыки делового общения, психологии деловых отношений
Знание техники продаж, воронки продаж, психологии продаж
Отличные навыки коммуникации, презентации, навыки ведения переговоров
Готовность к деловым поездкам и командировкам не менее 50% рабочего времени.
Условия:
Работа в крупной международной компании
Работа разъездного характера, командировки по регионам
Место работы г. Алматы, г. Астана
Возможности профессионального развития и карьерного роста
Компания предоставляет корпоративный ноутбук, оплачиваемую корпоративную связь, ГСМ, служебный автотранспорт.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,16 мая 2025,https://hh.kz/vacancy/120453620,"B2B Продажи,Поиск и привлечение клиентов,Активные продажи,Заключение договоров,Навыки продаж,Телефонные переговоры,Аналитика продаж,Сопровождение клиентов,Разработка скриптов продаж,Анализ конкурентной среды,Мониторинг рынка,Составление договоров,Работа с CRM,Консультирование клиентов,Казахский — C1 — Продвинутый,Русский — C1 — Продвинутый"
Руководитель отдела продаж (направление строительная химия),ТОО Optimus kz,Вакансия опубликована 16 мая 2025 в Астане,Не указано,"В офисе г. Астана компании OPTIMUS KZ открылась вакантная позиция Руководитель отдела продаж.

На этой должности необходимо:

Проводить оперативное управление отделом продаж

Разрабатывать и реализовывать стратегию по развитию отдела

Разрабатывать и контролировать выполнение плана продаж

Принимать участие в разработке и реализации маркетинговых мероприятий совместно с маркетологом

Вести переговоры с клиентами и отрабатывать рекламации

Вести аналитику продаж

Изучать и внедрять в продажу новые материалы

Вести работу с просроченной дебиторской задолженностью

Проводить мониторинг и анализ деятельности конкурентов

Предоставлять отчетность руководству по ключевым показателям

Требования:

Умение выстраивать долгосрочные отношения с поставщиками

Умение вести переговоры с первыми лицами

Навык деловой переписки

Навык работы в 1С

Навык развития продаж (достижение планов, KPI, увеличение среднего чека)

Навык построения и управления командой

Навык проведения элементарного фин. анализа (рентабельность сделки и т.д.)

Желательно:

Навык работы в CRM

Навык работы в Битрикс или аналогичных системах (таскменеджерах)

Навык выстраивания БП

Навык построения ABC, XYZ отчетов

Навыки в маркетинге: планирование рекламных акций, кроссейл

Креативное нестандартное мышление

Мы предоставляем нашим сотрудникам:

Работу в стабильной развивающейся компании

Достойную заработную плату, премии

Отсутствие «потолка» заработной платы

Современные мотивационные программы

Ежегодную индексацию заработной платы

Все возможности для карьерного роста

Участие в интересных проектах

Комфортабельные офисы и рабочие места

Корпоративные мероприятия, тимбилдинги, библиотеку

Обучение и развитие",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,16 мая 2025,https://hh.kz/vacancy/119543527,"Управление продажами,Планирование продаж,Управление командой,Аналитика продаж,Управление работой с ключевыми клиентами"
Эксперт отдела консолидированной финансовой отчетности,BI Group,Вакансия опубликована 16 мая 2025 в Астане,Не указано,"BI Group - За 30 лет успешной работы мы заслужили высокую репутацию надежного партнера, реализующего строительство объектов жилой и коммерческой недвижимости. Мы создаем комфортные и безопасные условия труда, вкладываемся в обучение и развитие персонала, вовлекаем сотрудников в яркую корпоративную среду!

Наши сотрудники регулярно обучаются в корпоративном университете BI. В дополнение к корпоративному обучению, мы поддерживаем сотрудников в получении международных финансовых сертификатов, таких как ACCA, что способствует их профессиональному росту и повышению компетентности.

Обязанности:

Подготовка консолидированной финансовой отчетности по стандартам МСФО;

Анализ приобретений и слияний для включения в периметр консолидации;

Формирование финансовых отчетов и расчет элиминаций внутригрупповых транзакций;

Сопровождение внешнего аудита и взаимодействие с аудиторами;

Участие в автоматизации процесса отчетности и сотрудничество с аналитиками и методологами;

Требования:

Высшее профессиональное образование в области бухгалтерского учета, аудита, экономики или финансов;

Наличие бумаг F1-F9 международного сертификата ACCA или обучение на их получение;

Опыт работы по специальности 2-3 года;

Владение программами: 1С Бухгалтерия, ERP;

Знание МСФО и приветствуется опыт работы в аудиторской компании;

Условия:

Стабильная оплата заработной платы, премии;

Перспектива карьерного и личностного роста внутри Холдинга;

Насыщенная корпоративная жизнь.

Присоединяйся к нашей команде и открой для себя уникальные возможности карьерного роста и профессионального развития!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,16 мая 2025,https://hh.kz/vacancy/120611300,"МСФО,Бухгалтерский учет,Консолидация финансовой отчетности,Управленческий учет,Английский язык,ERP,ACCA"
